CD_SECTOR;POPULATION;TX_DESCR_SECTOR_FR
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A000;2560;SCHELLE-DORP
A010;2341;MIKMAN
A020;1484;MAAIENHOEK
A030;694;LAARHOEK
A04-;658;BOERENHOEK
A070;168;LAAR
A090;94;ZINKVAL - SPELTEN
A1AR;165;KOEKOEK
A1BR;19;TULPENAREN
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;1253;SCHILDE-DORP
A010;2104;LINDENHOEK
A02-;1102;SCHILDE-CENTRUM-TURNHOUTSEBAAN
A03-;588;DE REST
A04-;1263;PICARDIE
A081;650;SCHILDEHOF - SPREEUWENBERG
A09-;133;HET MOER
A10-;1242;BERGEN-ZUID
A11-;720;BERGEN-NOORD
A122;383;DE LOOCK
A20-;352;DEN DRIJHOEK-NOORD
A21-;1010;KLEINE WATERSTR.-SCHILDESTRAND
A22-;1343;STEIJNHOEVEN
A23-;757;HEIDEMOLEN
A28-;156;DEN DRIJHOEK-ZUID
A29-;94;KOUWENBERG
B000;1394;'S GRAVENWEZEL-CENTRUM
B01-;1620;HERTEBOS
B02-;988;HOGE HAAR
B032;480;ZONNEBOS
B08-;340;'S GRAVENWEZEL-VERSPR. BEW. ZUID-WEST
B091;92;OUDAAN - LAGE HAAR
B10-;851;BELLEMONT
B19-;484;HOF TER LINDEN - DE ZETTEN
ZZZZ;1;NON LOCALISABLE DANS UN SECTEUR
A00-;2461;SCHOTEN-CENTRUM
A01-;1553;SCHOTEN-CENTRUM-ZUID
A02-;1479;SCHOTEN-CENTRUM ZUIDWEST
A03-;2703;BORGEIND
A040;2039;HEIKANT
A050;1547;BLOEMENDAAL
A060;2440;KLEINVELD
A072;281;BRAAM
A091;0;GEMEENTELIJK DOMEIN
A0AA;665;DE LIST
A0PA;387;VERBINDINGSGEBIED AMERO - VORDENSTEIN
A10-;2488;DONK
A11-;1711;SCHOTENHOF
A12-;541;WETSCHOT
A13-;945;BERKENRODE
A14-;1761;KONINGSHOF
A182;464;PETAPPELTOREN
A191;54;SEPENBURG
A201;2086;DEUZELD
A211;1325;WITHOF
A222;474;WINKELSTAP
A232;294;KRUININGEN
A242;927;VOORSCHOTEN
A253;1506;BOEKENBORG
A27-;167;ALBERTKANAAL-NOORD
A291;189;CALESBERG
A30-;1294;ELSHOUT
A312;81;LAARSEBEEK
A322;296;KROMVEN
A381;162;BOTERMELK
A391;520;ZEURT
A40-;553;HEIDEBAD
A410;337;SAS 6
A480;16;ELSHOUTHEIDE
A490;6;ST.JOBSEBAAN - ZWAN
A50-;49;KLEINE BAREEL
A67-;70;ALBERTKANAAL-ZUID
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
11PQ;0;ACHTERHOEK
A001;2424;STABROEK-CENTRUM-WEST
A010;169;LASSENHOF - HOOGEIND
A02-;280;'S HERTOGENDIJK
A032;2157;STABROEK-CENTRUM-OOST
A042;1565;HAZEPAD
A0PN;403;FORT
A10-;1380;PUTTE - DRIEHOEK
A112;684;PLANTIJN
A191;27;RAVENHOF
A21-;733;GALGEVELD - WATERSTRAAT
B001;1769;HOEVENEN-CENTRUM
B012;1086;WITVEN
B022;4383;KREKELBERG
B091;155;POLDERS
B100;489;KREKELBERGSTRAAT - HOGE WEG
B11-;443;HOGEWEG - 'S HERTOGENDIJK
B19-;157;ETTENHOVENSE POLDER - VERSPREIDE BEWONING OOST
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A000;2629;WIJNEGEM-CENTRUM-NOORD
A01-;1409;WIJNEGEM-CENTRUM-ZUID
A02-;1216;KOOLSVELD
A03-;1266;RUGGEVELD
A04-;747;ZEVENBUNDER
A052;196;FORT
A073;46;DEN HOEK
A08-;3;WIJNEGEM HOF
A091;34;ERTBRUGGE
A100;581;STOKERIJ
A110;552;MOLENHEIDE
A19-;164;VERBRANDE HOF
A274;286;DORENBOS
ZZZZ;2;NON LOCALISABLE DANS UN SECTEUR
A00-;1382;WOMMELGEM-CENTRUM
A010;1329;KALLEMENT
A02-;1823;SPORTCENTRUM - ST.-DAMIAANSTR.
A03-;604;DOORNAARDSTRAAT
A041;1486;HERENTALSE BAAN
A052;745;VERBRANDE  LEI
A072;218;DOORNBOOM
A08-;121;KAPELLEVELD
A091;352;VERBRANDHOF - DE STOMME
A100;1722;KANDONKLAAR
A110;583;VOGELZANG
A12-;177;VAN ASSCHESTRAAT
A180;288;GULKENRODE - FORT 2 - SCHRANSHOEVE - MOFFENHOEVE
A191;3;IMMERSEELVELD
A200;378;TERNESSELEI
A212;732;TIP
A28-;89;ROLLEBEEK-OOST
A290;102;GUDDEGEM
A3MA;19;SINT- JANS KAPEL
A3PA;314;BEEMDKANT-DE KEER
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A000;1539;WUUSTWEZEL-CENTRUM
A02-;659;BREKELEN
A03-;599;MOLENBERGEN
A04-;238;KRUISWEG
A052;1197;RIJSVENNEN
A091;905;STERBOS
A101;1985;GOOREIND-KERN
A11-;199;OUD GOOREIND
A122;1381;GOOREIND - BREDABAAN
A132;938;GOED KOCH
A1AA;774;MARTENDIJK
A1BB;419;KEIENVEN
A1PA;344;AKKERVEKEN
A1QB;307;BOSDUIN
A21-;195;WESTDOORN-KERN
A29-;308;WESTDOORN-VERSPREIDE BEWONING
A381;462;WITGOOR
A391;36;WOLFSHEUVEL
A400;988;BRAKEN
A480;109;TEREIK
A49-;362;HUISHEUVEL - STEERTHEUVEL
A512;148;KRUISSTRAAT
A591;365;OUDERSEEL - HEIKEN
A610;468;DE VLOEIKENS
A622;455;HOFAKKER
A681;434;GINHOVEN - C.O. BOSSEN
B000;1826;LOENHOUT-CENTRUM
B01-;125;NEERVEN
B022;329;MOLENAKKER
B033;530;HENNINGEN
B081;419;DE DONK - SPAPELHEIDE
B09-;329;SNEPPEL
B10-;92;TERBEEK
B18-;262;POPENDONK
B19-;146;HERSELING - VORSSINGERS
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
10PQ;0;KLEINE BEEK
A00-;1382;ZANDHOVEN-CENTRUM
A01-;552;SCHALIENHOF
A02-;527;ZANDHOVEN UITBREIDING-ZUID
A0AA;497;BOGAEREVELDEN
A0BA;627;DE STEVENS
A0CB;324;DRIEHOEKSTRAAT
A0PA;321;HOFEINDE
A0QB;88;DONK
A19-;519;HOOIDONK
B00-;805;PULDERBOS-CENTRUM
B01-;455;MOLENHEIDE
B022;810;VIESENBOS
B08-;204;DE ROOSTEN - DRAAIBOOM
B091;547;GROTE EN KLEINE HEIDE
C00-;1019;PULLE-CENTRUM
C01-;509;ZANDHEIDE - KEULSE BAAN
C081;333;MENKHOEVEN - VROEGEINDE
C0AA;185;SLANGENBOS
C0PA;159;KRABBELS
C112;419;MENKHOEVEN-OOST
C19-;73;NEDERVIERSEL
D00-;593;VIERSEL-DORP
D08-;117;VEN
D0AA;197;HERENTALSEBAAN
D0PA;175;DE BERGEN
D19-;84;VIERSELDIJK
E00-;465;MASSENHOVEN-DORP
E01-;111;WATERSCHAP
E022;298;TULPENLAAN
E08-;220;LAMMERENBERG
E091;113;HOF VAN MASSENHOVEN
ZZZZ;1;NON LOCALISABLE DANS UN SECTEUR
A000;1727;ZOERSEL-CENTRUM
A02-;960;KREKELENBERG-VOORNE-MEERHEIDE
A03-;442;HET GELEG
A091;626;ZOERSELHOF
A0BP;924;KIEVIT
A0PN;514;EINHOVEN
A10-;1028;SINT-ANTONIUS-KERN
A11-;1311;SINT-ANTONIUS - KLINIEK
A142;668;JUKSCHOT
A152;1419;DE KNOD
A181;296;KWIKAARD
A191;43;DE WELVAART
A213;1578;RISSCHOT
A224;1234;ZOERSELHOEK
A235;777;SCHRIEKHEIDE
A242;259;SCHRIEKBOS
A293;174;ZOERSELBOS
A313;289;KAPELLENHOF
B000;1109;HALLE-CENTRUM
B010;475;LIEFKENSHOEK
B02-;227;DRIESHEIDE
B030;848;KATTENBERG
B080;361;MOLENEINDE
B090;261;HOOIDONKEINDE
B110;1490;DE PLOEG
B120;2533;HEIDEHOEVEN
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;1662;ZWIJNDRECHT-CENTRUM
A01-;1668;ZWIJNDRECHT-CENTRUM-OOST
A02-;714;OUDE MOLENKOUTER
A03-;436;H.GEESTHOEK
A04-;515;KAPELLENKOUTER
A05-;541;MOLENSTRAAT
A081;59;VLIET
A091;423;ZWIJNDRECHT - VERSPR. BEW. - WEST EN ZUIDWEST
A1MJ;0;INDUSTRIEGEBIED
A210;1314;LAARKOUTER
A220;2128;HEIKEN
A312;651;NEERBROEK
A412;1350;VROMENHOVE
B00-;2978;BURCHT-DORP
B01-;1969;KRABBENHOEK
B02-;1407;KRUIBEEKSE STEENWEG
B032;303;'T HOEKSEN
B053;422;BOSKOUTER
B072;27;NEUZENBERG
B081;0;SCHELDE
B091;158;FORT VAN KRUIBEKE - SLIJKHOEK
B17-;162;HEIDAM
B273;62;OEVERKANT
ZZZZ;3;NON LOCALISABLE DANS UN SECTEUR
11PQ;0;ZALFENSE HEIDE
A00-;996;WESTMALLE-CENTRUM
A010;1747;WESTMALLE - DORPSKOM-OOST
A02-;938;KRUISPUNT
A03-;881;RUSTHUIS ZUSTERS
A042;305;GROOTAKKER
A091;306;SCHUUROVEN
A10-;922;SCHERPENBERG
A110;972;MOSTHEUVEL
A132;176;FABRIEK MINTJENS
A191;272;NOOITRUST
A3MW;68;INDUSTRIE WEST
A3PW;349;SCHEPERSDIJK
B00-;1138;OOSTMALLE-CENTRUM
B02-;602;HAARD - MEIR
B04-;945;HOOGSTRAATSEBAAN
B0MA;53;INDUSTRIE OOST
B0PA;737;RANDGEBIED OOSTMALLE
B1PN;57;BLOMMERSCHOT - SALPHEN
B212;323;HOGE WARANDE
B22-;551;SINT-LENAARTSE BAAN - DE DAAD
B233;998;OOSTMALLE VERKAVELING NOORD
B314;743;KWAADLINDE
B32-;488;MOLENEIDE
B335;446;VOGELZANG - HAARD II
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A001;1118;BERLAAR - CENTRUM
A012;1633;BERLAAR - CENTRUM-ZUID
A023;1193;PLAS
A0AB;449;ELZENHOEK
A0PB;792;ALFLAAR - PLASLOOP
A19-;161;GESTEL
A200;1168;HEIKANT
A21-;526;MELKOUWEN
A29-;614;GANGELBERG
A300;2144;MOLENHOEK-KERN
A3MA;140;HELLEGAT
A3PA;1096;BRANDESTRAAT - SCHAARBROEK
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A000;1736;BONHEIDEN-CENTRUM
A01-;1471;VAGEVUUR - IMELDAKLINIEK
A02-;1200;OTTERSKOEK - DORSTVELD
A032;634;VENNEBOSSEN - CARDIJN
A081;182;BERENTRODE
A091;455;VIJVERSTEEN
A100;1769;PUTSE STEENWEG - SINT-LUDWINA
A11-;338;DIEDONKEN
A122;280;BEFFERVELDEN
A183;4;MECHELS BROEK
A190;954;ZELLAER-GROOTHOEVE
B00-;930;RIJMENAM-CENTRUM
B01-;1305;HEIDE
B022;143;KLOOSTERSTRAAT
B0PN;330;HOLLAKEN - CASSENBROEK
B18-;933;HARENT
B191;99;PEULIS-VERSPREIDE BEWONING
B202;863;MART
B291;510;WUINES
B39-;642;DOORNLAAR
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A001;3574;BORNEM-CENTRUM
A01-;1313;HOUTENMOLEN
A021;2001;GROTE HEIDE(ST.BERNARDUSABDIJ)
A032;514;RIJKENHOEK - DRIES
A043;426;OVER STATION
A052;510;DOREGEM
A073;647;INDUSTRIEPARK
A081;518;BORNEM-VERSPREIDE BEWONING
A09-;572;SCHELDEPOLDERS
A100;1127;BRANST
A112;535;KRAAIHOEVE
A122;1177;BRANDHEIDE
A183;37;KRAAIENBROEKEN(BORNEM)
A191;258;LUIPEGEM
B00-;1257;HINGENE-CENTRUM
B012;769;T ZAND - WATERINGEN
B081;309;HINGENE-VERSPREIDE BEWONING
B09-;460;POLDERS
B100;1508;WINTHAM
B20-;405;EIKEVLIET-KERN
B29-;51;EIKEVLIET-VERSPREIDE BEWONING
B3MA;42;KLEYN MECHELEN VELD - LODDERHEYDE
B3PA;194;BRANDERVELD EN SCHOONAERDEN
C00-;1204;MARIEKERKE-CENTRUM
C01-;680;HEIKANT
C082;24;MEERS
C091;304;KRAAIENBROEKEN(MARIEKERKE)
D00-;135;WEERT-KERN
D09-;306;SCHELDEPOLDERS
ZZZZ;1;NON LOCALISABLE DANS UN SECTEUR
A000;2204;DUFFEL-CENTRUM-WEST
A012;1175;BEUNT
A023;1183;VELEPLAS
A031;402;TER ELST
A041;327;SPORTCENTRUM-WEST
A054;440;RECHTSTRAAT
A072;122;INDUSTRIE
A084;0;ANTWERPSE WATERWERKEN
A0MA;229;ROETAARDVELDEN
A0PA;817;DUFFELSE BOSSEN
A10-;844;MIJLSTRAAT - KERN
A19-;977;MIJLSTRAAT-VERSPREIDE BEWONING
A200;2492;DUFFEL-CENTRUM-OOST
A211;736;PERWIJS
A221;1528;MECHELSE BAAN
A232;224;ZANDSTRAAT
A282;1242;VOOGDIJ
A293;351;NAALSTRAAT
A313;1469;GANZENKOOR
A322;356;ROOIENBERG-WEST
ZZZZ;1;NON LOCALISABLE DANS UN SECTEUR
A001;1012;BERG-CENTRUM
A01-;1096;HEIST-OP-DEN-BERG -STATIONSTR.
A022;1160;HEIST-OP-DEN-BERG -CENTRUM
A033;1166;OUDE TUINWIJK
A042;514;BERG - WATERTOREN
A053;1204;HOF VAN RIEMEN
A0MB;480;INDUSTRIE TEN BOS
A0PB;454;SPORTCENTRUM LOSTRAAT
A19-;659;BRUGGENEINDE
A202;465;ZONDERSCHOT-KERN
A291;1470;ZONDERSCHOT-VERSPREIDE BEW.
A30-;618;GOOR
A31-;381;ACHTERHEIDE
A322;636;RASHOEVE
A391;2097;STEENPUTTEN
A49-;368;MUNKSBOSSEN
A50-;600;HEILIG - HART
A51-;261;WERF
A522;1326;KRUISPUNT - MORETUS
A5MA;538;INDUSTRIE HEISTSEN HOEK
A5PA;490;WERFT OF DE BIEKORF
B000;1660;HALLAAR-KERN
B012;358;SPEK
B023;655;BOONMARKT
B091;685;HALLAAR-VESPREIDE BEWONING
C00-;1545;ITEGEM-CENTRUM
C01-;1070;ITEGEM-CENTRUM-WEST
C022;461;GANZENAKKER
C033;384;ISSCHOT
C044;262;BEVELSE STEENWEG
C091;1183;ITEGEM-VERSPREIDE BEWONING
C10-;198;ASSCHOP
C19-;675;HEESTEN
D001;1100;WIEKEVORST-KERN
D010;1752;WIEKEVORST-UITBREIDING-ZUIDUID
D022;303;WITTE GRACHT
D08-;114;WIEKEVORST -VERSPR. BEW. -OOST
D090;381;WIEKEVORST-VERSPR.BEW.-NOORDW.
E001;1350;BOOISCHOT-CENTRUM
E01-;425;BOOISCHOT -STATION-N. -SPOORW.
E022;226;HOEK
E032;510;HEIVELDEN
E091;640;BOOISCHOT-VERSPREIDE BEWONING
E10-;1112;PIJPELHEIDE-KERN
E11-;282;BOOISCHOT -STATION-Z. -SPOORW.
E122;937;MOER
E191;935;PIJPELHEIDE - VERSPREIDE BEW.
E29-;207;KERKEBOSSEN
F000;946;SCHRIEK-CENTRUM
F01-;276;NIEUWE WIJK
F022;426;KAPELLEKESDREEF
F091;2281;SCHRIEK-VERSPREIDE BEWONING
F10-;135;GROOTLO-KERN
F18-;207;KOUWLEZEN
F19-;689;DONKEN
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;1824;LIER-CENTRUM-WEST
A01-;793;LIER-CENTRUM-OOST
A02-;2018;BINNENRAND-OOST
A03-;2084;BINNENRAND-WEST
A04-;1057;WAVERSESTEENWEG
A051;1549;BOOMLAAR
A101;2092;HEILIGE FAMILIE-WEST
A111;210;KLOOSTERHEIDE
A122;550;BIST
A132;539;HEILIGE FAMILIE-OOST
A18-;155;NAZARET
A19-;1060;FORT
A200;2444;MECHELSESTEENWEG-OOST
A212;1116;MECHELSESTEENWEG-WEST
A291;725;LACHENEN - PULLAAR
A301;2989;BOGERSE VELDEN
A311;1598;ZEVENBERGEN
A322;1033;AUSTRALIE
A333;521;PANNENHUIS
A342;469;DONK
A353;262;KLAPLAAR
A40-;2765;LISP
A411;1080;SINT-BERNARDUS
A422;246;BELLE VUE
A473;172;INDUSTRIE
A4MA;32;ZEVENBERGEN
A4PA;342;LIER NOORD-WEST
A512;462;BEUNT
B000;1195;KONINGSHOOIKT-KERN
B012;1049;KONINGSBOS - MOLENVELD
B023;302;T LAMMEKEN
B0MA;66;AARSCHOTSESTEENWEG ZUID
B0PA;1569;TALLAART - HAZENDONK
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;705;MECHELEN-CENTRUM - GROTE MARKT
A011;899;VLIETSE
A02-;1084;WINKELCENTRUM-(BRUUL-IJZ.LEEN)
A031;716;MELAAN
A041;266;AARTSBISDOM
A05-;796;GASTHUIS
A06-;2751;ONZE-LIEVE-VROUWKERK
A10-;2269;MECHELEN - STATIONSWIJK
A11-;987;COMET - KONINGIN ASTRIDLAAN
A12-;2440;WINKETBURG - KOOLSTRAAT
A131;587;BETHANIENPOLDER - KERN
A182;63;BETHANIENPOLDER - DIJLE
A192;92;STUIVENBERG - VERSPREIDE BEW.
A20-;3122;PENNEPOEL
A21-;1032;KLEIN MALINOIS
A22-;2079;KAZERNE
A23-;1230;MONTREAL
A245;214;LIERSE STEENWEG
A256;250;KAUWENDAAL
A297;11;KAUWENDAAL-VERSPREIDE BEWONING
A301;3054;NEKKERSPOEL - BEERPUTTEN
A31-;915;PAPENHOF
A32-;732;GROTE NIEUWENDIJK
A332;2004;NEKKERSPOEL -LAKENMAKERSSTRAAT
A342;632;PASBURG
A39-;13;MECHELSBROEK
A401;2475;HOMBEEKSE STEENW. -SCHONENBERG
A410;2239;KRUISBAAN
A42-;1759;RIDDER DESSAINLAAN
A430;407;NIEUWE WATERTOREN
A441;1385;STUIVENBERG
A45-;676;ZEMSTBAAN
A462;1342;SINT-JAN BERCHMANS
A470;86;INDUSTRIEPARK-ZUID
A480;21;HALFGALG
A49-;17;VRIJBROEKPARK
A50-;2457;TERVUURSEDREEF-HANSWIJKS HOEK
A51-;576;VOETBALSTADION
A521;1577;ESDOORN
A532;2551;GEERDEGEMVELD
A57-;90;JUBELLAAN - INDUSTRIE
A580;47;BAREBEEK
A60-;742;SABBESTRAAT - SCHIJFSTRAAT
A61-;1177;OUD-OEFENPLEIN
A620;1847;OUD-ANTWERPSE BAAN
A631;202;KATANGA
A64-;1043;OTTERBEEK
A662;1658;GALGEBERG
A67-;187;INDUSTRIEPARK-NOORD
A690;84;DE HOLM
A6MJ;190;VROUWVLIET
A70-;2791;LEUVENSE STEENWEG
A77-;236;ARSENAAL
A7MJ;155;VORMINGSTATION-GOEDERENSTAT.
A80-;745;BATTEL
A810;1003;BATTELSESTEENWEG
A82-;472;BATTEL-BURG
A830;632;BARON EMPAINLAAN
A84-;232;WARANDE
A88-;203;ROBBROEK
A899;220;ZENNEGAT
A912;1128;KRUIDTUIN - KLEIN SEMINARIE
A921;2095;ADEGEMSTRAAT
A932;873;BEGIJNHOF
A942;1537;HEEMBEEMD
A952;945;KONINGIN ASTRIDL. - BINNENSTAD
B000;1352;HOMBEEK-CENTRUM
B01-;178;DRIES
B020;756;HET HEIKEN - PLEIN
B032;525;HOMBEEK - KAZERNE
B042;125;PIKKERIE
B081;410;BOSKANT
B091;742;KLEIN-GENT - TOREKENS
C00-;644;LEEST-KERN
C01-;315;DE KNIP
C022;867;VINKSTRAAT
C091;993;LEEST-VERSPREIDE BEWONING
D00-;621;HEFFEN-KERN
D012;703;HEIBEEK
D091;857;HEFFEN-VERSPREIDE BEWONING
E001;1114;WALEM-CENTRUM
E012;670;ROZENDAAL
E080;8;FORT
E0PN;110;BATTENBROEK
F00-;923;MUIZEN-CENTRUM
F01-;182;SOCIALE W0NINGEN
F02-;367;VENNEWIJK-KERN
F032;683;VENNE
F041;222;SPOORWEG-NOORD - VERSPR. BEW.
F052;175;BEUK
F091;2;PLANKENDAEL
F102;398;WIELENDRIES
F191;226;WILLENDRIES
F200;1243;SINT-ALBERTUS-KERN
F290;205;SINT-ALBERTUS-VERSPREIDE BEW.
F312;252;MUIZENBURG
F391;279;MUIZENHOEK
ZZZZ;2;NON LOCALISABLE DANS UN SECTEUR
A00-;751;NIJLEN-CENTRUM
A01-;2188;DORSEL
A02-;1565;BOSKOEK
A040;2718;TUINWIJK
A05-;1073;ACHTERBIEST
A09-;201;NIJLEN-VERSPREIDE BEWONING
A0PN;384;MOL-TER-NETE
A111;1439;LILLO
A122;2441;GOORKANT
B00-;1606;BEVEL-KERN
B01-;281;HEIKANT
B09-;305;BEVEL-VERSPREIDE BEWONING
C000;1956;KESSEL-CENTRUM
C012;1503;KRIJGSVELD - VOETWEG
C080;472;BOGAERTSHEIDE - OEFENPLEIN
C091;550;HOGE HEIDE - BLAUWEN HOEK
C10-;1272;KESSEL - STATION
C112;1133;BIST
C123;338;DEN AARD
C191;166;FORT - DE HEIDE
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;1954;PUTTE-CENTRUM
A01-;446;STEENBAKKERIJBUURT
A020;1234;BREMKAPEL
A03-;272;STOMPAARSHOEK
A042;510;NIEUWE MOLEN
A083;1527;PUTTE-VERSPREIDE BEW. NOORD
A091;1644;PUTTE-VERSPREIDE BEWONING ZUID
A10-;570;GRASHEIDE-KERN
A19-;1363;GRASHEIDE-VERSPREIDE BEWONING
A20-;166;PEULIS-NOORD
A21-;263;PEULIS-ZUID
A22-;121;KRANKHOEVE
A292;239;GROT
A2AW;459;VOETBALVELDEN
A2PW;332;PEULISBOSSEN
A393;150;HULZEN
B000;2098;BEERZEL-CENTRUM
B01-;706;KOESTRAAT
B020;1657;DRIES
B082;413;VOGELZANG
B091;404;MAGHEIKEN
B19-;605;HEESTENHEIDE
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A000;1427;PUURS-CENTRUM
A01-;1716;PUURS HEIDE - KIMPELBERG
A020;780;KEULENDAM
A032;571;FLIERKE
A083;66;MOLENBEEK
A091;188;OVERHEIDE
A100;803;KALFORT
A110;290;HOEK TER EIKEN-ASPOT-EZENDRIES
A12-;251;KLEINE AMER
A132;268;WINKELVELD
A143;327;HAVERBLOK
A164;0;WALSINGEN
A175;57;INDUSTRIEPARK
A186;240;MOERPLAS
A191;164;LETTERHEIDE
A212;226;SAUVEGARDE
A291;327;LUIAARDSHOEK
A310;137;EIKSE AMER
B000;962;RUISBROEK-DORP
B081;503;RUISBROEK-VERSPREIDE BEW. ZUID
B0AA;376;KAARDIJK/BLOEMHOF
B0MA;18;INDUSTRIEZONE A. RUPEL/ZEEKANAAL
B0PA;554;POLDERS RUISBROEK
B101;385;RUISBROEK-CENTRUM
B112;1433;CAROLUS
B192;31;GORREBROEK
B210;278;PULLAAR - RIJWEG
B272;12;PULLAAR - INDUSTRIE
C000;1363;BREENDONK-KERN
C020;445;PULLAAR - RIJWEG
C044;26;VOORT
C091;980;BREENDONK-VERSPREIDE BEWONING
D000;767;LIEZELE-KERN
D012;172;HOF TER BOLLEN
D063;0;WALSINGEN
D080;212;DE WOLF
D091;616;LIEZELE-VERSPREIDE BEWONING
ZZZZ;1;NON LOCALISABLE DANS UN SECTEUR
A00-;1253;SINT-AMANDS -DORPSKERN
A01-;615;DE KUUR
A02-;715;SINT-AMANDS - STATION
A03-;556;LARENDRIES
A04-;214;KETEN - SMISSEN
A08-;118;KUITEGEMSTRAAT
A091;226;SINT-AMANDS - VERSPREIDE BEW.
A112;1101;PAPAART
A123;238;SPORTCENTRUM
B00-;262;OPPUURS-DORP
B010;386;MEIR
B02-;290;NIJVEN -GROOT SCHADDEKENSDRIES
B032;673;KRUISVELT
B091;438;OPPUURS-VERSPREIDE BEWONING
C000;223;LIPPELO-DORP
C01-;434;WIPHEIDE - BREUTHEIDE
C022;230;KONINGSVELDEN
C091;268;LIPPELO-VERSPREIDE BEW0NING
ZZZZ;1;NON LOCALISABLE DANS UN SECTEUR
A001;873;SINT-KATELIJNE-WAVER - CENTRUM
A011;692;SINT-KATEL.WAVER -STATIONSSTR.
A022;528;BOSBEEK
A032;676;DORPSVELD
A042;819;ST.-KATELIJNE-WAVER - STATION
A072;412;VEILING
A081;1239;ST.-KATEL.WAVER - VERSPR. BEW.
A091;1171;ST.-KATEL.WAVER - CENTRUM-ZUID
A101;1651;PASBURG
A110;2171;NIEUWENDIJK
A123;389;HEISBROEK
A200;1213;ELZESTRAAT
A211;531;EKELENVELD
A222;628;ZAVELPUT
A233;209;SCHOUWVELDEN
A244;669;NETELDAL
A282;266;AARDHOEVE
A291;571;GROOTVELD
B00-;949;O. L. VROUW WAVER - CENTRUM
B01-;503;STEENPUTTEN
B02-;275;VOSBERG
B032;865;MOLENVELDEN
B0AA;442;BERG
B0PA;2513;O.L.VROUW WAVER-VERSPR.BEW.
B191;146;DUIVELSHOEK
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;1014;HANDELSCENTRUM
A01-;2454;WILLEBROEK-CENTRUM-ZUID
A04-;1168;STEENWEG OP TISSELT
A071;95;ASED
A0MA;24;GROOT BROECK - HOEIKENSWEG
A0PA;28;BIEZENWEIDEN
A10-;520;KLEIN WILLEBROEK
A21-;1691;WILLEBROEK-STAD
A221;779;MERKEZEEL
A23-;155;DE KEL
A243;1025;MEERHOF
A294;15;FORT
A311;834;OOST ZAVELLAND
A320;267;STEENWEG OP HEINDONK
A332;774;MOLENWEG
A372;21;DE NAEYER
A411;3028;TUINWIJK
A422;1035;DE BRAND
A433;99;KREWEG
A512;2025;VORSENPOEL
B000;304;HEINDONK-KERN
B090;425;HEINDONK-VERSPREIDE BEWONING
C000;2179;BLAASVELD-CENTRUM
C010;1503;BLAASVELD - STATION
C02-;250;KLEINE HEIDE
C090;382;BLAASVELD-VERSPREIDE BEWONING
D00-;799;TISSELT-CENTRUM
D011;774;MOLENVELD
D022;644;SCHORHEIDE - CARDIJN
D072;205;KANAALZONE-DE VELDEN-HOONDONK
D091;416;TISSELT-OOST-VERSPREIDE BEW.
D0MA;20;WOLVENWEG - KERSDONK
D0PA;273;ETERNIT
D11-;83;DE KEL
D192;19;PETERSTRAAT-WEST
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;2191;ARENDONK-DORP
A01-;2262;WAMPENBERG - PLEINTJE
A02-;808;WIPPELBERG - ASSELBERGEN
A03-;388;BERENDONK - HUISKENS
A04-;835;BROEKKANT
A072;77;HOGE MAUW(INDUSTRIEZONE)
A091;581;REENHEIDE - DE LUSTHOVEN - DE ZESHONDERD
A0MA;0;GAGELBROEK
A0PA;717;WATERING
A100;723;VOORHEIDE
A19-;181;ONDER D'EIKE - GRENS - ROEST
A212;405;SCHOTELVEN
A221;1536;BERGEN
A230;2227;HEIKANT
A3MJ;24;AUTOSTRADE
ZZZZ;1;NON LOCALISABLE DANS UN SECTEUR
A000;1109;BAARLE-HERTOG -CENTRUM
A012;448;BAARLE-HERTOG - DORP NOORD - MOLENBAAN
A023;337;BAARLE-HERTOG -DORP ZUID
A091;255;BAARLE-HERTOG - LANDELIJK - ENCLAVES
A10-;259;ZONDEREIGEN
A19-;210;GINHOVEN - GEL - ENCLAVES
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;1518;BALEN-CENTRUM
A011;1118;RIJSBERG
A02-;721;GERHEIDE
A03-;1367;ONGELBERG
A04-;1137;SCHOOR
A05-;1213;HEIKE - INDUSTRIEZONE
A08-;372;KEIHEUVEL
A091;29;BALEN NOORDWEST
A101;2278;BANKEI WEZEL
A1MJ;20;WEZEL FABRIEK
