CD_SECTOR;TOTAL;TX_DESCR_SECTOR_FR
63001C384;1;WALLERODE ZERSTR. BEWOHNUNG N
63001C38K;33;WALLERODE ZERSTR. BEWOHNUNG
63001D40-;279;BORN ZENTRUM
63001D41-;227;BORNERMUHLE
63001D482;3;SART BASTIN
63001D491;82;BORN - ZERSTREUTE BEWOHNUNG
63001ZZZZ;1;Non localisable dans un secteur
63003A00K;1197;AUBEL CENTRE
63003A00L;262;RUE DES VERGERS
63003A00M;296;AUBEL SUD
63003A01K;358;AUBEL OUEST
63003A0AK;451;SCHAENS + EXTENSION
63003A0MK;398;AUBEL EST
63003A0PK;288;AUBEL-HABITATIONS DISPERSEES OUEST
63003A0PL;235;AUBEL-HABITATIONS DISPERSEES EST
63003A10K;193;SAINT-JEAN-SART CENTRE
63003A182;10;VAL DIEU
63003A19K;274;SAINT-JEAN-SART - HAB. DISP.
63003A29K;165;ROUTE VISE - AIX-LA-CHAPELLE
63003A39-;160;LA CLOUSE
63003ZZZZ;1;Non localisable dans un secteur
63004A00K;1055;BAELEN-CENTRE
63004A09K;977;BAELEN-HAB. DISPERSEES
63004A09L;396;HEGGEN
63004A19-;318;OVEROTH
63004A20K;197;LES FORGES
63004A29K;145;HONTHEM
63004A389;9;BAELEN-SUD DE L'AUTOROUTE
63004A39K;129;MEUSCHEMEEN
63004A50K;185;NERETH-CENTRE
63004A59-;36;NERETH - HAB. DISPERSEES
63004B00K;661;MEMBACH-CENTRE
63004B01K;157;MEMBACH SUD-EST
63004B09K;254;MEMBACH-HAB. DISP.
63004B19K;10;HERTOGENWALD EST - ESENBACH
63012A000;1030;BULLINGEN-ZENTRUM
63012A090;240;BULLINGEN-ZERSTREUTE BEWOHNUNG
63012A100;618;MURRINGEN-ZENTRUM
63012A190;21;MURRINGEN-ZERSTREUTE BEWOHNUNG
63012A20-;310;HUNNINGEN-ZENTRUM
63012A29-;92;HUNNINGEN-ZERSTREUTE BEWOHNUNG
63012A300;507;HONSFELD-ZENTRUM
63012A39K;28;HONSFELD-ZERSTREUTE BEWOHNUNG
63012B00K;796;ROCHERATH-ZENTRUM - KRINKELT
63012B09-;106;ROCHERATH-ZERSTREUTE BEWOHNUNG
63012B100;346;WIRTZFELD-ZENTRUM
63012B19-;71;WIRTZFELD-ZERSTREUTE BEWOHNUNG
63012C00-;268;MANDERFELD-ZENTRUM
63012C010;165;MANDERFELD-ZENTR. W.- KIRCHHOF
63012C090;109;MANDERFELD - ZERSTR. BEWOHNUNG
63012C102;143;BERTERATH - HERGERSBERG - HULLSCHEID-MERLSCHEID-ZENTRUM
63012C19K;55;BERTERATH - HERGERSBERG -HULL- SCHEID-MERLSCHEID-ZERSTR.BEW.
63012C200;109;KREWINKEL - ZENTRUM
63012C29K;22;KREWINKEL - ZERSTR. BEWOHNUNG
63012C300;72;WECKERATH-ZENTRUM
63012C39-;8;WECKERATH-ZERTREUTE BEWOHNUNG
63012C40K;87;HOLZHEIM-ZENTRUM
63012C49K;12;HOLZHEIM-ZERSTREUTE BEWOHNUNG
63012C50-;130;LANZERATH-ZENTRUM
63012C599;98;LANZERATH-ZERSTREUTE BEWOHNUNG
63012D600;35;MEDENDORF-ZENTRUM
63012D610;30;EIMERSCHEID
63012D682;5;ANDLERMUHLE
63012D690;20;MEDENDORF - EIMERSCHEID - ZERSTREUTE BEWOHNUNG
63013A00-;1307;BUTGENBACH-ZENTRUM
63013A0JA;5;WORRIKEN
63013A0PA;280;BUTGENBACH-UMKREIS (PERIPHERIE)
63013A10-;986;WEYWERTZ-ZENTRUM
63013A11-;313;OBERWEYWERTZ
63013A122;54;BRUCHBERG
63013A191;234;WEYWERTZ-ZERSTREUTE BEWOHNUNG
63013A201;265;BERG-ZENTRUM
63013A262;31;BERG ERHOLUNGSANFENTHALTGEBIET
63013A29-;116;BERG - ZERSTREUTE BEWOHNUNG
63013A30-;22;HINTER DER HECK
63013A39-;13;RUHR-BUSCH-WEYWERTZER HECK
63013B00-;740;ELSENBORN-ZENTRUM
63013B09-;112;ELSENBORN-ZERSTREUTE BEWOHNUNG
63013B10-;728;NIDRUM-ZENTRUM
63013B19-;216;NIDRUM-ZERSTREUTE BEWOHNUNG
63013B282;47;NIDRUMER HECK
63013B291;1;ELSENBORN NORD
63013B2MJ;5;ELSENBORN SIEDLUNG
63013B300;104;KUCHELSCHEID-ZENTRUM
63013B39-;7;KUCHELSCHEID-ZERSTR. BEWOHNUNG
63020A00K;1707;DISON-CENTRE
63020A01K;694;CORBEAU
63020A10K;360;MONT
63020A19K;335;HAUTE SAUREE - HAUT MONT
63020A20K;1671;PISSEROULE
63020A21-;248;MONTAGNE DE L'INVASION
63020A300;1323;CHAUSSEE DE RECHAIN
63020A31-;1091;HUSQUET
63020A38-;240;HAUT HUSQUET
63020A390;26;BONVOISIN
63020B00K;568;ANDRIMONT-CENTRE
63020B01K;722;LA NEUVILLE
63020B01L;310;PRE MAQUIN
63020B0AK;300;HOMBIET
63020B0PK;201;ANDRIMONT-HABITATION DISP.
63020B0PL;144;LES CROISIERS
63020B10K;1017;OTTOMONT
63020B10L;2309;RUE DE VERVIERS
63020B10M;532;BOTISTER
63020B20K;722;WESNY
63020B30-;441;RENOUPRE
63020B31K;258;VESDRE - TIVOLI
63020ZZZZ;7;Non localisable dans un secteur
63023A001;1851;EUPEN-ZENTRUM
63023A01K;629;NISPERT
63023A02K;483;EUPEN WIERTZ
63023A04K;183;BAHNDAMM-SCHEIDWEG
63023A07K;116;INDUSTRIEZONE OBERSTADT
63023A09K;907;KIRCHBEND
63023A10K;1243;IBERN - KAPERBERG
63023A11K;1561;NEUSTRASSE - BERGSTR. ROTENBERG
63023A12K;545;KEHRWEG
63023A13K;261;SCHONEFELD
63023A20K;1052;HAAS
63023A21K;982;HUTTE-MONSCHAUER STR.
63023A21L;137;LANGESTHAL
63023A22K;550;SPITZBERG
63023A27K;175;OE INDUSTRIEZONE
63023A28K;286;LIMBURGER WEG
63023A29K;20;WALD-HOHES VENN
63023A29L;287;BINSTERT
63023A29M;163;ROTTERWALDCHEN
63023A41K;230;HUFENGASSE - KLENKES
63023A41L;1525;STOCKEM - STENDRICH
63023A42K;675;VERVIERSERSTR. - HERBESTHALERSTR.
63023A43K;1411;HOCHSTR. - NORETH
63023A43L;323;THEODOR-MOOREN-STR.
63023A45K;194;HOCHSTR. - AM KIESEL
63023B00K;1056;KETTENIS DORF
63023B01K;790;KETTENIS NORD
63023B09K;341;HOCHSTR.
63023B09L;262;KETTENIS-ZERSTREUTE BEBAUUNG
63023B19K;2;KORNEI
63023B20K;382;TALSTR. - OBERSTE HEIDE
63023B21K;298;SCHNELLEWINDGASSE
63023B21L;476;SCHONE AUSSICHT
63023B22K;459;BUSCHBERG-AM FLUSSCHEN
63023B39K;193;GEMEHRET
63023ZZZZ;5;Non localisable dans un secteur
63035A00K;1127;HERVE-CENTRE
63035A01K;1228;HERVE - RUE HAUTE
63035A02K;401;HERVE STADE
63035A03K;189;HERVE - CHATEAU D'EAU
63035A09K;778;HERVE - SUD
63035A09L;389;SUR LE TRI - HAC
63035B000;291;CHARNEUX-CENTRE
63035B09K;629;CHARNEUX - HABITATIONS DISP.
63035B09L;442;RENOUPREZ - FASTRE
63035B191;219;HOLIGUETTE - ROSSENFOSSE
63035C00K;582;BATTICE-CENTRE
63035C00L;220;CLOS DU MAYEUR
63035C00M;567;BATTICE-CENTRE SUD
63035C00O;194;BATTICE-CENTRE EST
63035C01K;235;ROUTE DE HERVE - ZONING
63035C01L;162;BEAUVALLON
63035C0MK;71;XHENEUMONT
63035C0PK;356;BOUXHMONT
63035C11K;664;MANAIHANT
63035C19K;239;HAUTREGARD
63035C200;215;LES BRUYERES-CENTRE
63035C29K;432;LES BRUYERES-HABITATIONS DISP.
63035C30K;106;JOSE
63035C31K;262;FAYS DE JOSE
63035C32K;265;OUTRECOUR
63035C39K;131;SUR LA COMMUNE
63035C3AK;354;SUR LES VIGNES
63035C3PK;116;OUTRECOUR OUEST
63035C49K;82;HORWARD
63035C49L;301;RUE DE CHARNEUX
63035C49M;72;BELLEFONTAINE
63035D00K;702;CHAINEUX
63035D1AB;288;BELLEVUE
63035D1PB;165;HAUZEUR
63035D2AK;170;ES BOSSE
63035D2PK;135;WAUCAUMONT
63035E000;728;GRAND-RECHAIN-CENTRE
63035E0AK;539;HENRI-MONFORT
63035E0PK;304;FORBORTS-TRIBOMONT
63035F00K;489;XHENDELESSE EST
63035F0AK;674;XHENDELESSE
63035F18K;647;LES XHAWIRS
63035F19K;172;HUBERTFAYS
63035G00K;355;BOLLAND
63035G09K;472;BOLLAND- LESCOURS
63035G19K;183;EN NECHE-BARBOTHEZ
63035H00K;442;JULEMONT
63038A000;984;JALHAY-CENTRE
63038A08-;1;HAUTE FAGNE
63038A09K;500;GILEPPE - BOLIMPONT
63038A10-;215;HERBIESTER-CENTRE
63038A19-;96;HERBIESTER - HABITATIONS DISP.
63038A200;321;CHARNEUX-CENTRE
63038A29K;213;CHARNEUX - HABITATIONS DISP. - FORET DE GOSPINAL
63038A300;260;SURISTER-CENTRE
63038A390;99;SURISTER-HABITATIONS DISP.
63038A40K;418;FOYIR
63038A41K;280;VERVIFONTAINE
63038A599;390;SECHEVAL - MARIOMONT
63038B000;935;SART-CENTRE
63038B01-;174;LE WAYAI
63038B09K;135;SART - HABITATIONS DISPERSEES
63038B10-;237;SOLWASTER
63038B162;15;SOLWASTER - ZONE DE RECREATION
63038B191;138;LA HOEGNE - RIVE DROITE
63038B20-;427;SATION - COCKAIFAGNE
63038B29K;63;BOIS DE HATRAI EST - VECQUEE HOEGNE RIVE GAUCHE
63038B30K;951;NIVEZE
63038B39K;185;BOIS DE HATRAI OUEST - STOCKAI
63038B400;998;TIEGE ET ARBESPINE-CENTRE
63038B482;30;TIEGE - NORD DE L'AUTOROUTE
63038B491;378;TIEGE ET ARBESPINE-HAB. DISP.
63038B582;22;LIGNE
63038B59K;304;BOIS DES GATTES
63038ZZZZ;1;Non localisable dans un secteur
63040A00K;1583;KELMIS-ZENTRUM
63040A01K;1266;ZENTRUM - SOZIAL SIEDLUNGEN
63040A02K;1699;ZENTRUM SUD-WEST
63040A02L;108;HOF
63040A03K;840;MORESNETERSTRASSE
63040A09K;237;BRANDEHOVEL
63040A09L;262;KLOTHSTRASSE
63040A09M;0;PREUSWALD
63040B00K;606;NEU MORESNET-ZENTRUM
63040B01K;616;TULJE - AACHENEN BAHN
63040B02K;124;NEU MORESNET KAUL
63040B08K;767;NEU MORESNET-ZENTRUM-NORD
63040B08L;279;NEU MORESNET-ZERSTR. BEW.-NORD
63040B09K;164;NEU MORESNET-ZERSTR. BEW.-SUD
63040C00K;730;HERGENRATH-ZENTRUM
63040C01K;516;BAHNHOF
63040C02K;206;KELMISER STRASSE
63040C08K;4;HERGENRATH - ZERSTR. BEW.-OST
63040C09K;22;HERGENRATH - ZERSTR. BEW.-WEST SUD
63040C09L;0;HERGENRATH - ZERSTR. BEW.-WEST NORD
63040C18K;527;KESSEL
63040C1AK;419;FLONNES
63040C1AL;358;SCHIEVENHOVEL
63040ZZZZ;5;Non localisable dans un secteur
63045A00-;902;LIERNEUX-CENTRE
63045A01-;114;LIERNEUX-CENT. N.(INST.PSYCH.)
63045A020;79;LA VAUX
63045A03-;85;LA FALIZE
63045A04-;24;BRUX
63045A090;109;LIERNEUX - HABITATIONS DISP.
63045A10-;91;VERLEUMONT-CENTRE
63045A19-;15;VERLEUMONT - HABITATIONS DISP.
63045A200;161;JEVIGNE
63045A210;78;LANSIVAL
63045A22-;23;BANEUX
63045A262;13;PARC RESIDENTIEL (WEEK-END)
63045A291;55;BOIS DE GROUMONT
63045A300;29;LA CHAPELLE
63045A31K;170;ODRIMONT
63045A32-;53;HIERLOT
63045A399;52;HE DE HIERLOT - PIERREUSE - AMCOMONT
63045A409;308;SART
63045A49-;42;LE GOLNAY NORD
63045A50K;85;JOUBIEVAL
63045A899;30;REHARMONT
63045B00-;162;BRA-CENTRE
63045B01-;49;FLORET
63045B0PK;51;PONT DE FLORET-HES HENRI THIER DU MARTEAU
63045B100;124;LES VILLETTES
63045B11-;17;ERRIA
63045B190;61;PONT DES VILLETTES - FAGNE D' ERRIA-BOIS DE HIERLOT-GR.SART
63045B300;44;TROU DE BRA
63045B312;49;GRAND HEID
63045B363;26;AL'CINSE - VIEUX FOURNEAU
63045B364;13;DERRIERE LES THIERS
63045B39K;25;TROU DE BRA - GRAND HEID - HABITATIONS DISPERSEES
63045C000;271;ARBREFONTAINE-CENTRE
63045C01-;50;MENIL
63045C022;24;GERNECHAMPS
63045C09K;122;ARBREFONTAINE - HABIT. DISP. (GOIRNAL-BOIS HOSTINFOSSE)
63045C363;4;GOSSAIMONT
63045ZZZZ;1;Non localisable dans un secteur
63046A00K;189;LIMBOURG-CENTRE
63046A09K;154;HALLOUX - HORS LES PORTES
63046A10-;482;DOLHAIN
63046A11K;1040;DOLHAIN - RIVE DROITE
63046A12K;541;RUYF
63046A18-;109;BEVERIE
63046A19K;523;BELLEVUE
63046A20-;130;HEVREMONT-CENTRE
63046A29K;256;HEVREMONT - HABITATIONS DISP.
63046A37K;84;BELLEVAUX
63046A39K;0;NASPROUE
63046B00K;486;BILSTAIN
63046B09K;217;VILLERS - HOYOUX
63046B10-;383;STATION DOLHAIN GILEPPE
63046B19K;148;THIER DE VILLERS
63046B29K;166;WOOZ
63046C000;546;GOE-CENTRE
63046C09K;233;VESDRE - GILEPPE (VALLEES )
63046ZZZZ;2;Non localisable dans un secteur
63048A00-;276;LONTZEN-ZENTRUM
63048A012;304;BUSCH
63048A09K;528;LONTZEN-ZERSTREUTE BEWOHNUNG
63048A09L;213;BUSCH-ZERSTREUTE BEWOHNUNG
63048A10K;998;HERBESTHAL
63048A11K;1104;ALT HERBESTHAL
63048A1AK;214;GRUNSTRASSE - STOCK
63048A1PK;63;HERBESTH AL - UMGEBUNG
63048A2AK;201;"KREUZUNG """"BIRKEN"""""
63048A2PK;158;TROTZENBURG - HEISTERN - WIND
63048A49K;243;HERBESTHALERBAUM
63048B00K;271;WALHORN-ZENTRUM
63048B08K;103;RABORATH - MARZELHEIDE
63048B09K;159;AUTOBAHN SUD-ZERSTR. BEWOHNUNG
63048B09L;399;WALHORN HEIDE
63048B100;284;ASTENET-ZENTRUM
63048B1AK;438;ASTENET - UMGEBUNG
63048B1PK;135;ASTENET - PREISMULHE
63048ZZZZ;1;Non localisable dans un secteur
63049A00-;1757;CENTRE MALMEDY
63049A01K;446;OLE FOLLE - MOULIN A HUILE
63049A01L;338;CROIX DE CHODES
63049A02K;582;CENTRE SUD - CHEMIN DE FER
63049A02L;219;OL FOLLE - MOULIN A HUILE
63049A03K;1915;CENTRE - PONT DE WARCHE
63049A04K;435;CENTRE NORD
63049A04L;514;OUTRELEPONT
63049A05K;92;MON BIJOU
63049A08K;116;FLORIHEID- PREAIX
63049A0MK;16;PONT DE WARCHE
63049A0PK;109;CALVAIRE - TERRASSE DE MALMEDY
63049B00K;306;BEVERCE-CENTRE
63049B09K;38;BEVERCE-HABITATIONS DISPERSEES
63049B10-;389;MONT-CENTRE
63049B19-;150;MONT - CAMPAGNE
63049B20-;380;XHOFFRAIX-CENTRE
63049B28-;0;HAUTES-FAGNES
63049B29-;157;XHOFFRAIX - HABITATIONS DISP.
63049B300;155;LONGFAYE-CENTRE
63049B390;31;LONGFAYE - HABITATIONS DISP.
63049B40K;346;CHODES-GDOUMONT
63049B40L;169;BOUSSIRE
63049B41K;69;ROUTE DU BARRAGE
63049B49K;107;WINBOMONT
63049B500;423;GEROMONT-BAUGNEZ
63049B51K;262;ARIMONT
63049B59K;190;GEROMONT - HABITATIONS DISP.
63049B60K;185;HEDOMONT
63049B61K;80;OTAIMONT - XHURDEBISE
63049B70K;356;BURNENVILLE-CENTRE
63049B71K;216;MEIZ - VILLAGE
63049B79K;70;BURNEVILLE - HABITATIONS DISP.
63049B80-;188;BERNISTER-CENTRE
63049B89K;53;BERNISTER - HABITATIONS DISP.
63049B91K;47;BELLEVUE
63049B92K;231;FALIZE - CLIGNEVAL
63049C000;181;BELLEVAUX-CENTRE
63049C01K;115;LASNENVILLE
63049C02K;160;RECULEMONT
63049C03K;114;LAMONRIVILLE
63049C09K;156;BELLEVAUX - HABITATIONS DISP.
63049C09L;32;PLANCHE
63049C10K;548;LIGNEUVILLE-CENTRE
63049C19K;135;LIGNEUVILLE-HABITATIONS DISP.
63049C20-;261;PONT-CENTRE
63049C29-;100;PONT - HABITATIONS DISPERSEES
63049C30-;22;WARCHE-CENTRE
63049C31K;17;CHEVOFOSSE
63049C39K;12;WARCHE-HABITATIONS DISPERSEES
63049ZZZZ;1;Non localisable dans un secteur
63057A000;455;OLNE-CENTRE
63057A09K;642;OLNE - HABITATIONS DISPERSEES
63057A19K;224;BOIS D'OLNE
63057A29-;108;VAUX SOUS OLNE
63057A39K;315;HANSEZ GELIVAUX
63057A40-;327;SAINT HADELIN-CENTRE
63057A41K;272;FAWEUX
63057A49K;214;SAINT HADELIN - HAB. DISP.
63057A49L;189;RAFHAY
63057A58K;155;CHINCHOTTE- COUCOUMONT
63057A59-;32;GOMELEWAY
63057A69K;132;DEVANT-FRAIPONT - MORIVAY
63057A71K;383;RIESSONSART
63057A71L;239;BELLE MAISON
63057A79K;484;RIESSONSART-HABITATIONS DISP.
63057ZZZZ;1;Non localisable dans un secteur
63058A00-;1219;PEPINSTER-CENTRE
63058A01-;162;PEPINSTER NORD
63058A02K;438;ALFRED DREZE
63058A02L;140;PREVOCHAMPS
63058A032;295;PEPINSTER EST
63058A073;70;USINES EST
63058A08K;126;HAUT SART
63058A08L;181;MASURES - CHALSECHE - ROUTE DE TANCREMONT
63058A091;9;VALLEE DE LA VESDRE - LEFIN
63058A19-;10;BOIS DES NIDS D'AGUESSES - MAISON BOIS
63058A212;80;VALLEE DE LA HOEGNE AMONT
63058A291;14;CHINHEID-SOHANAN
63058A39-;79;BOIS DE TANCREMONT
63058A40-;81;GOFFONTAINE-CENTRE
63058A49-;243;GOFFONTAINE-FLERE - HAB.DISP.
63058A50K;382;CORNESSE-CENTRE
63058A5AK;638;DROLENVAL
63058A5PK;173;CAMPAGNE DE CORNESSE OUEST
63058A60K;365;MASSAU
63058A69K;81;GRAND RY-LOUHAU-CORNESSE BAS
63058B00K;179;SOIRON-CENTRE
63058B09K;129;SOIRON-HABITATIONS DISP.
63058B09L;760;LE CHENE
63058C000;965;WEGNEZ-CENTRE
63058C09K;252;MON LOGIS - LEMAIRE
63058C09L;166;WEGNEZ-HABITATIONS DISPERSEES
63058C10K;892;PURGATOIRE
63058C10L;192;VOVEGNEZ
63058C20K;320;GOLETTES
63058C20L;295;HODISTER
63058C31K;189;TRIBOMONT LOTISSEMENT
63058C39K;169;HAUTE TRIBOMONT
63061A00K;901;DRIESCH
63061A01K;407;BOTZ
63061A02K;319;BAHNHOF - ITER
63061A03K;222;SCHOSSENT-ZENTRUM
63061A08K;0;SCHOSSENT-PERSCHEI ZERSTR.BEW.
63061A10-;305;BORN
63061A11-;278;BERG
63061A122;264;PLATZ - HONIEN
63061A19K;231;PUTZHAG
63061A19L;98;KRICKELBERG
63061A29K;378;PETERGENSFELD - WESERBERG - STUL - GRUN KLOSTERBERG
63061A30-;1247;ROTT - NEUDORF - PFAU
63061A39K;346;NEUFORST
63061A49K;155;BELVEN
63061B00K;906;EYNATTEN-ZENTRUM
63061B01K;400;MUSZHENBERG
63061B0AK;341;FREIENTS BENDEN
63061B0MK;212;ROVERT
63061B0PK;228;EYNATTEN-ZERSTREUTE BEWOHUNG
63061B0PL;247;BERNOTTE
63061B0PM;121;AM ROMERWEG - RAVENHAUS
63061B11K;989;LICHTENBUSCH
63061B19K;394;HEBSCHEIDERHEIDE-LICHTENBUSCH ZERSTREUTE BEWOHNUNG
63061C000;779;HAUSET-ZENTRUM
63061C09K;839;HAUSET - ZERSTREUTE BEWOHNUNG
63061C19K;529;AACHENERSTRASSE
63061C29-;41;HAMMER - FOSSEY
63061ZZZZ;8;Non localisable dans un secteur
63067A00K;1206;SANKT-VITH-ZENTRUM
63067A01K;325;AACHENSTR.
63067A02K;314;ZENTRUM OST - PRUMERSTRASSE- WIESENBACHSTRASSE
63067A03K;339;ZENTRUM SUD - KLOSTERSTRASSE
63067A03L;263;ZENTRUM SUD - LUXEMBURGERSTRASSE
63067A04K;346;GEMEINDE
63067A05K;228;LAURIAN-MORISSTRASSE
63067A07K;306;ZENTRUM NORD
63067A09K;138;SANKT-VITH - ZERSTR. BEWOHNUNG NORD
63067A09L;197;SANKT-VITH - ZERSTR. BEWOHNUNG OST
63067A09M;83;SANKT-VITH - ZERSTR. BEWOHNUNG SUD
63067B30-;257;WALLERODE ZENTRUM
63067B391;159;WALLERODE-ZERSTREUTE BEWOHNUNG
63067C00-;417;SCHONBERG-ZENTRUM
63067C01K;114;AMELSCHEID
63067C09K;127;SCHONBERG-ZERSTREUTE BEWOHNUNG
63067C10-;25;RODGEN
63067C19K;15;RODGEN-ALFERSTEG - ZERSTR.BEW.
63067C20-;39;ANDLER
63067C291;0;OURBERG
63067C312;10;ALFERSTEG
63067D00-;194;LOMMERSWEILER-ZENTRUM
63067D01K;11;STEINEBRUCK
63067D02K;28;WEPPELER
63067D09K;76;WEPPELERBERG - KEMMEL - DREIHUTTEN BURGKNOPF
63067D10K;131;NEIDINGEN
63067D19K;76;RODERHART - DELLEKREUZ - SCHLEIDBERG
63067D20-;115;BREITFELD-ZENTRUM
63067D262;6;BREITFELD - ERHOLUNGSGEBIET
63067D29K;44;BREITFELD-ZERSTREUTE BEWOHNUNG
63067D30-;98;SCHLIERBACH-ZENTRUM
63067D31K;18;ALFERSTEG
63067D39K;13;SCHLIERBACH - ZERSTR.BEWOHNUNG
63067D40-;138;GALHAUSEN-ZENTRUM
63067D49K;70;GALHAUSEN-ZERSTREUTE BEWOHNUNG
63067D50-;128;ATZERATH-ZENTRUM
63067D59K;26;ATZERATH-ZERSTREUTE BEWOHNUNG
63067D60-;82;HENEM - MACKENBACH - ZENTRUM
63067D69K;6;HENEM - MACHENBACH-ZERSTR.BEW.
63067E00-;244;CROMBACH-ZENTRUM
63067E09-;126;CROMBACH-ZERSTREUTE BEWOHNUNG
63067E10-;144;NEUNDORF-ZENTRUM
63067E19K;71;NEUNDORF-ZERSTREUTE BEWOHNUNG
63067E19L;49;NEUBRUCK
63067E20-;162;HINDERHAUSEN-ZENTRUM
63067E212;67;OBERST CROMBACH
63067E291;165;HINDERHAUSEN-ZERSTR. BEWOHNUNG
63067E30K;405;RODT-ZENTRUM
63067E39K;123;RODT - ZERSTREUTE BEWOHNUNG
63067E40K;452;NIEDEREMMELS-ZENTRUM
63067E41-;176;OBEREMMELS
63067E42K;235;HUNNINGEN
63067E49K;59;EMMELS - ZERSTREUTE BEWOHNUNG
63067E51K;66;METZ
63067F003;176;AN DER MUHLE
63067F00K;450;RECHT-ZENTRUM
63067F00L;358;RECHT ZENTRUM OST
63067F012;171;KAISERBARACHE
63067F02K;238;FECKELSBORN
63067F08K;0;IM PRECK
63067F091;72;RECHT - ZERSTREUTE BEWOHNUNG
63067ZZZZ;3;Non localisable dans un secteur
63072A00-;2802;SPA-CENTRE
63072A01-;566;SPA-CENTRE EST
63072A02K;892;LA PLATTE - SOUS-BOIS
63072A02L;215;HAVETTE
63072A04-;194;SPA-CENTRE SUD OUEST
63072A05K;531;SPA MONOPOLE - CASERNE
63072A08-;119;MONTAGNE D'ANNETTE LUBIN
63072A100;524;NIVEZE
63072A112;98;LE NEUBOIS
63072A19K;28;AERODROME-MALCHAMPS
63072A200;423;CREPPE-CENTRE
63072A21K;288;ROUTE DE CREPPE
63072A29K;62;LES BIOLLES-BOIS DE PLEIN FAY FOND DE CREPPE
63072A30-;394;WAYAI AVAL
63072A389;0;MARTEAU - SPALOUMONT SUD
63072A39K;30;VAL DE TOLIFA
63072A499;55;WINAMPLANCHE
63072A50-;1290;STATION GERONSTERE
63072A51K;1148;HOCTAISART-BARISART-HAVETTE
63072A59-;4;FORET
63072A689;59;BOIS DE LA LONGUE HEID - BOIS DE DANS LE SART
63072A694;82;BALMORAL - LAC WARFS
63072ZZZZ;2;Non localisable dans un secteur
63073A00K;951;STAVELOT-CENTRE
63073A01K;238;PRE MESSIRE
63073A01L;354;LES MONTYS
63073A02K;524;SUR LE STOCKEU
63073A03K;239;LES ROCHETTES
63073A041;231;CENTRE NORD-OUEST, PARTIE EST
63073A05K;126;AMBLEVE AVAL-CHEMIN DE FER
63073A08K;157;HAUTE LEVEE - ERNICHAMPS
63073A08L;129;CHEFOSSE
63073A08M;185;PETITES COMMUNES
63073A08O;27;CHALES
63073A19-;129;MASTA
63073A20-;119;LA VAULX-CENTRE
63073A29-;29;LA VAULX - HABITATIONS DISP.
63073A30-;13;SOMAGNE-CENTRE
63073A39-;39;SOMAGNE-HABITATIONS DISPERSEES
63073A40K;120;STER
63073A41K;271;PARFONDRUY - RENARDMONT
63073A50K;52;AMERMONT-CENTRE
63073A581;11;EAU ROUGE VALLEE
63073A59-;21;AMERMONT - HABITATIONS DISP.
63073A60K;115;RIVAGE-CENTRE
63073A61-;44;CHENEUX
63073A682;0;BLANCHIMONT,CIRCUIT
63073A691;67;RIVAGE - CHENEUX - HAB. DISP.
63073A70K;132;VILLERS-BEAUMONT
63073A71-;113;FRANCHEVILLE-CENTRE
63073A78-;106;FRANCHEVILLE-HABITATIONS DISP.
63073A79-;8;LA RONDE - HAIE - MAHISTER
63073A800;138;PETIT COO
63073A81-;138;L'ANCRE
63073A830;41;GRAND COO
63073A882;26;VALLEE DE L'AMBLEVE
63073A891;10;COO
63073A91K;343;BORZEUX
63073B002;1;FRANCORCHAMPS SUD
63073B00K;802;FRANCORCHAMPS-CENTRE
63073B09K;140;FRANCORCHAMPS - HAB. DISP.
63073B10K;363;STER-CRONCHAMPS
63073B162;38;CAMPING FRANCOPOLE
63073B19K;97;HARSE - LA FAGNOU
63073B20-;113;NEUVILLE-CENTRE
63073B29K;65;NEUVILLE BOIS
63073B30K;380;BARONHEID-HOCHAI
63073B36K;2;LA RAMEE
63073B391;32;HOCHAI - BOIS - TARGNON
63075A00K;382;STOUMONT
63075A01K;71;MONTHOUET
63075A19-;22;FROIDCOUR
63075A39K;19;LA HAVERU - LA HESBAKE - NAZE
63075B00K;152;LA GLEIZE
63075B00L;61;VILLAGE DE NABONRUY
63075B01K;21;VENNE
63075B09K;72;HASOUMONT
63075B100;43;BORGOUMONT
63075B19K;70;BOIS JACQUES MATHIEU
63075B20-;49;ROANNE-CENTRE
63075B29-;93;ROANNE-COO
63075B300;62;CHENEU
63075B31-;19;MONCEAU
63075B39-;25;LA VAULX RENARD - BEAULOUP BOIS DE STALLONS - LE FA
63075B40-;32;COUR
63075B49-;7;FAGNE DE COUR
63075B50-;46;ANDRIMONT
63075B58-;3;CHEVROUHEID
63075B59-;54;LE ROSIER - LA VEQUEE RUISSEAU DU BOURGEOIS
63075B60-;92;MOULIN DU RUY
63075B61-;93;HEILRIMONT
63075B62K;90;RUY
63075B69K;77;MOUSTIER - NEUFMOULIN
63075B70-;33;EXBOMONT
63075B79K;7;EXBOMONT - HABITATIONS DISP.
63075C00-;125;RAHIER-CENTRE
63075C01K;39;FROIDVILLE
63075C09K;32;RAHIER-HABITATIONS DISPERSEES
63075C19K;70;VALLEE DE LA LIENNE
63075C20-;26;MEUVILLE-CENTRE
63075C29-;15;MEUVILLE - CAMPAGNE
63075C30-;65;HIERFOMONT-CENTRE
63075C39K;7;HIERFOMONT-CAMPAGNE
63075D00K;164;CHEVRON
63075D07K;9;BRU
63075D09K;131;NEUVILLE
63075D109;148;CHAUVEHEID - LES FORGES
