CD_STAT_SECTOR,total_sales_2013_2024
13025A691,18
13025A700,315
13025A71-,76
13025A722,168
13025A783,34
13025A7PC,4
13025A80-,272
13025A812,139
13025A89-,52
13025A913,58
13025_UNKNOWN,123
13029A000,528
13029A01-,12
13029A020,70
13029A032,2
13029A073,10
13029A091,18
13029A10-,232
13029A11-,80
13029A12-,122
13029A131,231
13029A142,88
13029A152,94
13029A1MA,30
13029A1PA,34
13029A20-,287
13029A21-,116
13029A23-,54
13029A270,2
13029A282,62
13029A291,8
13029_UNKNOWN,59
13031A000,540
13031A010,244
13031A022,161
13031A033,465
13031A044,56
13031A085,32
13031A091,60
13031A100,82
13031A122,584
13031A1PN,102
13031A20-,218
13031A211,169
13031A22-,66
13031A232,164
13031A242,40
13031A280,16
13031A291,104
13031A392,2
13031_UNKNOWN,54
13035A00-,365
13035A01-,65
13035A020,380
13035A03-,78
13035A042,56
13035A0PA,30
13035A10-,160
13035A18-,26
13035A19-,20
13035A292,12
13035B00-,116
13035B031,127
13035B08-,67
13035B0PA,48
13035B10-,155
13035B18-,20
13035B19-,16
13035B20-,222
13035B212,74
13035B382,36
13035B39-,38
13035C00-,197
13035C01-,84
13035C02-,8
13035C030,174
13035C042,60
13035C091,192
13035C0AB,110
13035C0JB,178
13035C0PB,14
13035C10-,20
13035C113,70
13035C1AA,42
13035C1PA,16
13035_UNKNOWN,63
13036A000,449
13036A020,199
13036A030,132
13036A04-,50
13036A091,159
13036A112,154
13036A213,228
13036A22-,16
13036A230,92
13036A264,138
13036A280,66
13036A300,192
13036A3PP,30
13036_UNKNOWN,34
13037A001,80
13037A012,321
13037A021,168
13037A031,168
13037A042,102
13037A053,200
13037A070,36
13037A091,112
13037A100,433
13037A112,179
13037A162,140
13037A181,18
13037A191,52
13037A201,20
13037A282,20
13037A293,115
13037A382,54
13037A3MA,2
13037A3PA,72
13037_UNKNOWN,46
13040A000,1004
13040A012,556
13040A021,591
13040A031,420
13040A042,697
13040A051,725
13040A091,142
13040A100,564
13040A112,526
13040A120,60
13040A209,214
13040A2PA,145
13040A310,94
13040A322,74
13040A370,6
13040A40-,46
13040A412,38
13040A491,52
13040A50-,965
13040A601,459
13040A613,750
13040A622,288
13040A700,1114
13040A714,353
13040A721,657
13040A732,227
13040A742,375
13040A753,204
13040A793,41
13040A810,340
13040A824,36
13040_UNKNOWN,72
13044A000,778
13044A01-,36
13044A020,108
13044A030,239
13044A04-,48
13044A052,22
13044A091,197
13044A10-,26
13044A19-,14
13044_UNKNOWN,34
13046A001,271
13046A01-,565
13046A022,102
13046A033,182
13046A042,234
13046A053,29
13046A081,8
13046A091,28
13046A10-,305
13046A11-,333
13046A122,128
13046A183,52
13046A191,36
13046A212,90
13046_UNKNOWN,36
13049A00-,190
13049A011,150
13049A022,153
13049A032,117
13049A081,61
13049A090,112
13049A10-,270
13049A11-,194
13049A19-,196
13049A200,313
13049A210,92
13049A29-,4
13049B00-,362
13049B011,121
13049B022,54
13049B033,84
13049B042,62
13049B091,49
13049B100,214
13049B110,62
13049B124,104
13049B180,106
13049B190,88
13049C00-,429
13049D00-,344
13049D010,101
13049D022,108
13049D073,14
13049D0AA,34
13049D0PA,28
13049_UNKNOWN,84
13053A000,382
13053A010,195
13053A020,146
13053A03-,74
13053A090,100
13053A100,172
13053A190,6
13053B09-,34
13053C000,314
13053C012,92
13053C0MA,6
13053C0PA,102
13053D000,469
13053D01-,248
13053D090,38
13053D10-,331
13053D11-,150
13053D12-,217
13053D19-,24
13053_UNKNOWN,52
21001A00-,197
21001A011,189
21001A02-,34
21001A031,161
21001A041,236
21001A051,166
21001A07-,27
21001A10-,122
21001A112,164
21001A120,219
21001A132,100
21001A142,150
21001A152,149
21001A30-,225
21001A31-,84
21001A32-,969
21001A331,41
21001A332,156
21001A34-,291
21001A350,159
21001A401,158
21001A41-,421
21001A42-,89
21001A43-,180
21001A441,249
21001A451,183
21001A472,66
21001A503,417
21001A51-,296
21001A52-,101
21001A53-,61
21001A552,355
21001A712,93
21001A72-,291
21001A732,52
21001A74-,268
21001A80-,354
21001A81-,397
21001A82-,124
21001A83-,10
21001A84-,153
21001A85-,78
21001A90-,159
21001A911,197
21001A92-,426
21001A931,190
21001A941,321
21001A95-,458
21001B10-,78
21001B11-,38
21001B17-,100
21001B20-,216
21001B21-,167
21001B22-,169
21001B23-,114
21001B241,105
21001B25-,229
21001B31-,6
21001B321,74
21001B332,1
21001B372,1
21001B3MJ,15
21001C512,146
21001C522,23
21001C581,18
21001C5MA,3
21001C5PA,52
21001C611,109
21001C6PB,55
21001C70-,27
21001C71-,154
21001C79-,15
21001_UNKNOWN,62
21002A00-,236
21002A01-,196
21002A02-,147
21002A030,248
21002A041,99
21002A072,16
21002A10-,274
21002A11-,215
21002A12-,293
21002A130,272
21002A14-,60
21002A15-,34
21002A190,8
21002A20-,185
21002A21-,528
21002A22-,147
21002A23-,209
21002A24-,197
21002A25-,276
21002A30-,135
21002A311,132
21002A372,69
21002A39-,1
21002A411,105
21002A422,31
21002A43-,305
21002A441,257
21002A45-,156
21002A482,2
21002A492,2
21002A511,363
21002A52-,117
21002A53-,292
21002_UNKNOWN,29
21003A00-,394
21003A011,155
21003A02-,506
21003A03-,238
21003A04-,208
21003A05-,266
21003A0AJ,28
21003A10-,498
21003A11-,30
21003A212,60
21003A283,53
21003A2MJ,64
21003A312,374
21003A323,162
21003A331,101
21003A342,145
21003A38-,32
21003A41-,184
21003_UNKNOWN,10
21004A001,104
21004A002,66
21004A01-,144
21004A02-,156
21004A03-,133
21004A04-,31
21004A10-,12
21004A12-,18
21004A13-,131
21004A14-,166
21004A15-,76
21004A16-,54
21004A1MJ,1
21004A20-,302
21004A21-,354
21004A22-,217
21004A23-,260
21004A24-,388
21004A25-,201
21004A30-,35
21004A32-,198
21004A33-,201
21004A34-,240
21004A35-,309
21004A3MJ,13
21004A70-,84
21004A71-,70
21004A72-,32
21004A811,353
21004A822,198
21004A83-,167
21004B10-,108
21004B112,5
21004B13-,45
21004B1MJ,4
21004B293,24
21004B2MJ,148
21004B2NJ,40
21004B2WJ,28
21004B411,178
21004B421,518
21004B43-,536
21004B44-,606
21004B45-,157
21004C501,97
21004C51-,241
21004C52-,268
21004C53-,265
21004C54-,406
21004C552,478
21004C61-,130
21004C62-,174
21004C63-,370
21004C642,60
21004C65-,47
21004D610,88
21004D62-,158
21004D631,112
21004D64-,45
21004D672,347
21004D6MJ,36
21004D6NJ,44
21004E101,151
21004E112,29
21004E12-,308
21004E130,496
21004E14-,291
21004E201,685
21004E211,60
21004E222,653
21004E233,127
21004E70-,301
21004E72-,412
21004E73-,244
21004E74-,595
21004E800,137
21004E81-,141
21004E82-,123
21004E83-,643
21004F511,263
21004F522,438
21004F531,383
21004F572,37
21004F901,192
21004F91-,343
21004F922,395
21004F930,1
21004F94-,42
21004F953,158
21004F970,22
21004F994,8
21004F9MJ,17
21004G30-,424
21004G310,145
21004G321,155
21004G3MJ,43
21004G3NJ,30
21004_UNKNOWN,161
21005A00-,515
21005A01-,541
21005A02-,328
21005A031,128
21005A042,434
21005A051,584
21005A082,44
21005A10-,372
21005A11-,506
21005A12-,618
21005A13-,231
21005A14-,506
21005A15-,316
21005A20-,279
21005A21-,136
21005A22-,129
21005A311,205
21005A33-,181
21005_UNKNOWN,32
21006A001,390
21006A011,333
21006A03-,155
21006A042,145
21006A052,368
21006A094,63
21006A101,484
21006A11-,152
21006A13-,242
21006A142,149
21006A153,102
21006A171,114
21006A201,332
21006A21-,70
21006A22-,471
21006A23-,529
21006A272,8
21006A312,73
21006A403,256
21006A414,483
21006A474,113
21006A48-,2
21006A515,99
21006_UNKNOWN,18
21007A00-,364
21007A01-,143
21007A02-,99
21007A03-,82
21007A04-,39
21007A05-,101
21007A06-,75
21007A071,86
21007A082,6
21007A101,228
21007A111,58
21007A12-,64
21007A132,15
21007A142,290
21007A201,394
21007A21-,160
21007A239,582
21007A242,117
21007A373,5
21007A40-,152
21007A41-,35
21007A50-,307
21007A51-,129
21007A52-,132
21007A53-,367
21007A541,78
21007A552,39
21007A60-,323
21007A61-,492
21007A70-,448
21007A71-,130
21007A72-,686
21007A73-,442
21007A75-,143
21007A783,66
21007A814,18
21007_UNKNOWN,51
21008A00-,215
21008A01-,80
21008A02-,347
21008A10-,374
21008A20-,674
21008A21-,412
21008A220,185
21008A23-,44
21008A240,282
21008A30-,239
21008A31-,65
21008A32-,224
21008A33-,156
21008A34-,154
21008A35-,78
21008_UNKNOWN,2
21009A00-,289
21009A01-,196
21009A02-,279
21009A03-,290
21009A041,376
21009A051,104
21009A101,169
21009A111,243
21009A121,186
21009A13-,207
21009A151,98
21009A20-,258
21009A21-,391
21009A22-,651
21009A23-,490
21009A2MJ,130
21009A301,188
21009A311,38
21009A33-,561
21009A34-,43
21009A40-,300
21009A41-,383
21009A42-,422
21009A43-,301
21009A44-,259
21009A451,400
21009A501,55
21009A512,43
21009A52-,253
21009A53-,457
21009A542,159
21009A552,238
21009A602,35
21009A612,301
21009A623,53
21009A63-,372
21009A652,251
21009A712,90
21009A72-,300
21009A73-,525
21009A802,33
21009A812,42
21009A82-,308
21009A83-,16
21009A90-,118
21009A911,225
21009A922,24
21009_UNKNOWN,82
21010A00-,824
21010A01-,475
21010A02-,599
21010A03-,429
21010A04-,610
21010A05-,625
21010A10-,304
21010A111,645
21010A121,194
21010A13-,766
21010A141,450
21010A1AJ,425
21010A21-,439
21010A312,232
21010A393,16
21010_UNKNOWN,19
21011A00-,133
21011A01-,392
21011A02-,194
21011A10-,453
21011A11-,364
21011A12-,372
21011A20-,441
21011A30-,186
21011_UNKNOWN,4
21012A00-,66
21012A011,71
21012A02-,22
21012A03-,45
21012A041,86
21012A05-,48
21012A10-,110
21012A11-,63
21012A12-,74
21012A13-,74
21012A141,80
21012A152,235
21012A172,69
21012A20-,243
21012A22-,64
21012A23-,612
21012A24-,538
21012A25-,82
21012A26-,646
21012A2MJ,1
21012A30-,304
21012A39-,2
21012A41-,226
21012A50-,497
21012A511,386
21012A52-,495
21012A54-,338
21012A552,169
21012A59-,2
21012A60-,309
21012A611,119
21012A62-,383
21012A63-,99
21012A672,173
21012A71-,139
21012A72-,54
21012A732,79
21012A811,78
21012A822,619
21012A833,21
21012A84-,486
21012A851,190
21012A882,129
21012_UNKNOWN,46
21013A00-,282
21013A01-,282
21013A02-,553
21013A031,215
21013A04-,181
21013A052,326
21013A101,210
21013A102,23
21013A11-,141
21013A121,28
21013A13-,98
21013A151,112
21013A201,158
21013A211,170
21013A22-,226
21013A23-,63
21013A242,113
21013A252,77
21013A40-,162
21013A41-,278
21013A422,179
21013A51-,199
21013A522,217
21013A612,51
21013A623,24
21013_UNKNOWN,12
21014A00-,354
21014A01-,76
21014A02-,152
21014A03-,228
21014A04-,244
21014A05-,450
21014A10-,114
21014A12-,105
21014A14-,62
21014A3MJ,123
21014A41-,171
21014_UNKNOWN,12
21015A00-,425
21015A01-,75
21015A021,184
21015A03-,231
21015A04-,162
21015A05-,219
21015A101,177
21015A111,284
21015A12-,233
21015A13-,182
21015A142,7
21015A152,261
21015A20-,532
21015A21-,112
21015A22-,229
21015A231,187
21015A24-,217
21015A272,11
21015A30-,357
21015A31-,225
21015A32-,331
21015A33-,184
21015A34-,89
21015A35-,231
21015A36-,280
21015A40-,117
21015A41-,167
21015A421,70
21015A43-,228
21015A44-,95
21015A45-,79
21015A50-,772
21015A51-,296
21015A52-,336
21015A53-,397
21015A54-,799
21015A612,245
21015A622,123
21015A63-,198
21015A64-,260
21015A70-,338
21015A71-,311
21015A721,198
21015A73-,380
21015A77-,208
21015A782,10
21015A7MJ,6
21015A811,195
21015A822,42
21015A831,636
21015A883,43
21015_UNKNOWN,83
21016A00-,750
21016A01-,861
21016A02-,424
21016A03-,584
21016A042,146
21016A05-,656
21016A102,418
21016A111,228
21016A12-,653
21016A214,76
21016A225,181
21016A232,300
21016A311,330
21016A322,166
21016A331,63
21016A342,848
21016A400,500
21016A410,161
21016A429,418
21016A44-,511
21016A490,74
21016A521,68
21016A533,125
21016A601,219
21016A610,83
21016A620,197
21016A639,97
21016A64-,392
21016A65-,152
21016A701,357
21016A71-,318
21016A72-,42
21016A731,102
21016A772,77
21016A80-,503
21016A81-,602
21016A82-,1282
21016A831,708
21016A841,52
21016A85-,592
21016A901,459
21016A912,225
21016A922,220
21016A933,613
21016A943,178
21016A954,92
21016_UNKNOWN,144
21017A000,178
21017A01-,262
21017A021,53
21017A031,33
21017A041,143
21017A08-,23
21017A11-,66
21017A12-,110
21017A13-,211
21017A192,4
21017A212,397
21017A220,28
21017A230,279
21017A240,129
21017A312,32
21017A323,9
21017A374,3
21017A41-,250
21017A421,34
21017A432,213
21017A443,6
21017A451,252
21017A472,19
21017A501,58
21017A512,197
21017A523,373
21017A534,57
21017A541,124
21017A613,26
21017A624,274
21017A635,66
21017A696,12
21017_UNKNOWN,27
21018A00-,270
21018A01-,179
21018A02-,211
21018A031,260
21018A04-,269
21018A05-,187
21018A09-,55
21018A12-,204
21018A13-,61
21018A14-,128
21018A15-,49
21018A19-,4
21018A20-,422
21018A21-,485
21018A22-,306
21018A24-,323
21018A30-,245
21018A311,501
21018A32-,73
21018A33-,371
21018A34-,213
21018A35-,71
21018A37-,71
21018A3MJ,465
21018A41-,320
21018A42-,265
21018A43-,136
21018A512,244
21018A60-,35
21018A61-,345
21018A62-,471
21018A63-,286
21018A643,141
21018A72-,370
21018A81-,38
21018A82-,110
21018A83-,193
21018A84-,10
21018A87-,127
21018_UNKNOWN,15
21019A001,279
21019A01-,108
21019A02-,60
21019A03-,147
21019A04-,169
21019A052,217
21019A10-,433
21019A11-,210
21019A12-,113
21019A131,310
21019A14-,307
21019A15-,95
21019A20-,212
21019A21-,271
21019A22-,149
21019A231,209
21019A242,214
21019A252,207
21019A28-,15
21019A30-,151
21019A31-,239
21019A32-,536
21019A33-,369
21019A34-,242
21019A35-,236
21019A40-,594
21019A41-,213
21019A42-,220
21019A43-,96
21019A441,68
21019A45-,172
21019A51-,291
21019A52-,268
21019_UNKNOWN,39
23002A00-,464
23002A01-,366
23002A02-,91
23002A030,86
23002A042,146
23002A081,40
23002A090,189
23002A100,169
23002A112,128
23002A123,308
23002A132,163
23002A143,96
23002A181,8
23002A191,18
23002A20-,58
23002A29-,116
23002A30-,251
23002A38-,48
23002A400,483
23002A480,42
23002A49-,12
23002B000,68
23002B01-,62
23002B02-,112
23002B090,65
23002B1PA,20
23002C00-,108
23002C072,64
23002C091,2
23002D00-,37
23002D01-,2
23002D022,38
23002D033,160
23002D091,65
23002E000,363
23002E01-,514
23002E020,135
23002E042,378
23002E052,198
23002E070,38
23002E081,18
23002E091,20
23002E10-,56
23002E11-,293
23002E12-,35
23002E190,12
23002E293,2
23002F002,55
23002F091,51
23002_UNKNOWN,103
23003A001,278
23003A012,419
23003A022,92
23003A081,12
23003A09-,62
23003A11-,194
23003A212,34
23003A31-,176
23003B00-,168
23003B01-,274
23003B02-,312
23003B032,162
23003B043,72
23003B081,70
23003B09-,163
23003B114,86
23003C00-,202
23003C010,120
23003C022,197
23003C033,82
23003C081,422
23003C090,160
23003D00-,478
23003D01-,134
23003D030,76
23003D042,61
23003D091,10
23003D0NS,16
23003E00-,588
23003E01-,193
23003E032,74
23003E07-,4
23003E083,54
23003E0NS,4
23003E0PS,30
23003E11-,164
23003_UNKNOWN,49
23009A000,110
23009A09-,170
23009A162,50
23009A191,46
23009_UNKNOWN,12
23016A001,980
23016A011,327
23016A022,173
23016A032,397
23016A091,64
23016A110,349
23016A20-,447
23016A212,118
23016A302,131
23016A391,8
23016A402,190
23016A491,66
23016A500,250
23016A512,176
23016A583,20
23016A591,84
23016A682,55
23016A691,50
23016A713,173
23016B00-,87
23016B081,174
23016B09-,20
23016B112,34
23016C00-,137
23016C010,219
23016C02-,126
23016C03-,386
23016C042,52
23016C053,80
23016C091,80
23016C10-,113
23016C170,11
23016C19-,10
23016C210,475
23016D00-,138
23016D012,91
23016D091,8
23016D182,54
23016D19-,169
23016D211,280
23016D222,52
23016D281,92
23016E00-,209
23016E01-,242
23016E022,78
23016E033,58
23016E042,68
23016E08-,105
23016E091,79
23016E10-,81
23016E18-,8
23016E191,32
23016E29-,91
23016F00-,14
23016F010,70
23016F022,50
23016F032,86
23016F081,90
23016F091,30
23016F19-,14
23016F290,115
23016_UNKNOWN,86
23023A00-,171
23023A012,93
23023A023,60
23023A081,252
23023A09-,115
23023B000,183
23023B082,70
23023B091,136
23023C00-,119
23023C09-,334
23023C19-,116
23023_UNKNOWN,28
23024A00-,105
23024A012,18
23024A08-,86
23024A091,200
23024A102,26
23024A18-,10
23024A191,134
23024B00-,201
23024B09-,58
23024C00-,146
23024C01-,38
23024C022,56
23024C033,90
23024C091,108
23024D000,118
23024D012,4
23024D081,72
23024D09-,136
23024_UNKNOWN,20
23025A000,217
23025A01-,115
23025A032,147
23025A042,95
23025A07-,4
23025A081,10
23025A091,100
23025A113,159
23025A122,190
23025A133,194
23025A181,40
23025A191,41
23025A212,143
23025A223,299
23025A233,34
23025A244,54
23025A291,67
23025A30-,144
23025A311,62
23025A332,42
23025A372,8
23025A380,158
23025A391,26
23025A40-,317
23025A412,228
23025A425,519
23025A516,215
23025B00-,356
23025B011,412
23025B021,168
23025B031,370
23025B042,254
23025B052,140
23025B091,10
23025B112,656
23025B133,365
23025B19-,27
23025B212,94
23025C00-,90
23025C01-,38
23025C022,70
23025C0AA,58
23025C0PA,90
23025D000,350
23025D01-,133
23025D082,184
23025D091,118
23025D11-,10
23025_UNKNOWN,109
23027A00-,522
23027A011,366
23027A02-,238
23027A03-,354
23027A042,239
23027A052,269
23027A083,74
23027A091,147
23027A100,680
23027A11-,35
23027A12-,158
23027A131,343
23027A142,277
23027A152,358
23027A1AA,70
23027A1PA,6
23027A20-,244
23027A212,283
23027A291,70
23027A39-,50
23027A402,60
23027A483,91
23027A491,48
23027A511,115
23027A572,12
23027A593,34
23027B00-,215
23027B01-,483
23027B02-,179
23027B03-,204
23027B052,109
23027B07-,22
23027B091,55
23027B19-,100
23027C00-,288
23027C01-,581
23027C022,220
23027C033,201
23027C08-,461
23027C091,106
23027_UNKNOWN,104
23032A001,118
23032A012,104
23032A08-,222
23032A09-,110
23032A100,72
23032A190,30
23032A212,44
23032A291,24
23032B00-,36
23032B09-,120
23032C00-,53
23032C09-,110
23032C112,86
23032C191,2
23032_UNKNOWN,23
23033A00-,345
23033A011,419
23033A022,332
23033A032,308
23033A043,201
23033A053,316
23033A091,2
23033A124,160
23033A142,13
23033_UNKNOWN,50
23038A000,245
23038A099,126
23038A19-,158
23038A28-,30
23038A291,133
23038A39-,106
23038A4AB,47
23038A4MA,50
23038A4PA,71
23038A4QB,78
23038B00-,65
23038B09-,58
23038B19-,4
23038C00-,78
23038C012,104
23038C023,58
23038C091,62
23038C19-,68
23038D000,128
23038D01-,78
23038D02-,22
23038D032,104
23038D083,68
23038D091,22
23038D11-,158
23038D29-,66
23038D390,32
23038_UNKNOWN,62
23039A00-,322
23039A02-,24
23039A03-,87
23039A041,96
23039A052,255
23039A07-,4
23039A11-,71
23039A121,136
23039A132,107
23039A183,50
23039A194,14
23039A392,6
23039B000,134
23039B090,203
23039C00-,99
23039C012,142
23039C08-,28
23039C0PN,24
23039C19-,8
23039_UNKNOWN,59
23044A001,382
23044A01-,947
23044A022,207
23044A032,496
23044A081,59
23044A09-,136
23044A10-,549
23044A1MJ,39
23044A2AN,272
23044A2PN,2
23044_UNKNOWN,42
23045A000,366
23045A010,436
23045A022,154
23045A031,129
23045A042,163
23045A053,236
23045A081,122
23045A112,108
23045A17-,18
23045A191,10
23045A20-,213
23045A210,176
23045A222,180
23045A2PP,204
23045B00-,241
23045B022,192
23045B08-,84
23045B091,24
23045B0AP,198
23045C000,167
23045C012,70
23045C083,52
23045C091,197
23045_UNKNOWN,88
23047A00-,184
23047A01-,502
23047A02-,258
23047A03-,198
23047A041,105
23047A052,116
23047A07-,62
23047A0MJ,8
23047A112,106
23047A120,62
23047A1PN,24
23047A31-,180
23047A323,143
23047B000,378
23047B011,372
23047B021,30
23047B032,37
23047B042,70
23047B07-,6
23047B210,303
23047B320,83
23047_UNKNOWN,26
23050A00-,157
23050A011,429
23050A03-,104
23050A04-,98
23050A052,148
23050A062,76
23050A081,30
23050A102,48
23050A113,190
23050A120,157
23050A191,117
23050A202,121
23050A283,18
23050A291,16
23050A313,30
23050A323,181
23050A624,181
23050A700,90
23050A712,54
23050A782,14
23050A791,86
23050B00-,462
23050B022,58
23050B033,68
23050B084,65
23050B091,16
23050B19-,52
23050B29-,96
23050B30-,94
23050B38-,69
23050B39-,132
23050B4AA,120
23050B4PA,40
23050B59-,108
23050_UNKNOWN,58
23052A00-,459
23052A011,295
23052A020,166
23052A032,429
23052A042,142
23052A09-,242
23052A0MA,58
23052A0PA,136
23052A100,290
23052A11-,28
23052A190,146
23052B00-,88
23052B012,76
23052B091,82
23052B102,36
23052B183,8
23052B191,14
23052B29-,28
23052B39-,24
23052B491,52
23052C00-,132
23052_UNKNOWN,42
23060A00-,304
23060A010,623
23060A042,144
23060A083,80
23060A091,50
23060A11-,86
23060A19-,74
23060A201,187
23060A282,34
23060A29-,82
23060A30-,139
23060A38-,102
23060A39-,30
23060A412,228
23060A48-,151
23060A491,30
23060B00-,63
23060B01-,61
23060B08-,68
23060B09-,86
23060_UNKNOWN,40
23062A00-,235
23062A001,48
23062A012,50
23062A023,244
23062A032,80
23062A043,110
23062A054,70
23062A071,42
23062A081,32
23062A102,48
23062A113,20
23062A191,20
23062A202,99
23062A213,30
23062A291,108
23062A30-,193
23062A302,33
23062A310,193
23062A321,94
23062A332,120
23062A340,246
23062A353,85
23062A374,2
23062A381,14
23062A395,46
23062A40-,57
23062A411,122
23062A421,444
23062A432,136
23062A440,124
23062A472,18
23062A50-,22
23062A59-,145
23062A604,52
23062A612,170
23062A625,121
23062A63-,292
23062A715,220
23062A726,96
23062A737,46
23062A788,30
23062A791,34
23062A816,226
23062A827,50
23062A838,118
23062A841,16
23062A842,24
23062A893,22
23062A911,216
23062A913,20
23062A922,46
23062A924,84
23062A932,14
23062A991,125
23062_UNKNOWN,96
23064A000,85
23064A090,98
23064A19-,12
23064A29-,18
23064A39-,20
23064B002,8
23064B091,28
23064C002,34
23064C091,34
23064D002,30
23064D091,112
23064E002,30
23064E091,22
23064F002,12
23064F091,88
23064_UNKNOWN,12
23077A001,164
23077A012,155
23077A022,162
23077A09-,559
23077A11-,260
23077A20-,597
23077A21-,292
23077A22-,449
23077A291,144
23077A30-,872
23077A31-,609
23077B002,16
23077B091,34
23077C002,6
23077C091,36
23077D00-,53
23077D012,90
23077D023,88
23077D091,230
23077E00-,944
23077E01-,307
23077E02-,264
23077_UNKNOWN,47
23081A001,140
23081A01-,260
23081A022,125
23081A032,146
23081A091,14
23081A10-,163
23081A191,20
23081A222,6
23081A311,326
23081A3AJ,222
23081B000,145
23081B01-,173
23081B022,102
23081B091,28
23081C00-,141
23081C012,198
23081C083,30
23081C091,30
23081C19-,76
23081_UNKNOWN,36
23086A00-,264
23086A010,196
23086A022,208
23086A032,94
23086A073,84
23086A081,86
23086A091,16
23086A100,282
23086A194,86
23086B00-,46
23086B012,129
23086B091,120
23086B182,2
23086B191,165
23086C000,365
23086C01-,132
23086C09-,30
23086C0AA,90
23086C0PA,12
23086C10-,446
23086C11-,247
23086C19-,2
23086_UNKNOWN,61
2308810PQ,20
23088A00-,345
23088A01-,589
23088A02-,287
23088A03-,321
23088A041,360
23088A08-,77
23088A0MP,3
23088A101,335
23088A13-,121
23088A14-,258
23088A152,91
23088A17-,152
23088A200,659
23088A211,451
23088A220,48
23088A230,160
